This file was created by CMPT_IND_RETS using the 202012 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
195601,   0.13,  -3.76,  -3.37,   1.95,  -3.32,   0.88,  -1.71,  -4.49,  -0.30,  -2.84
195602,   1.28,   4.62,   4.46,   5.47,   4.70,  -0.61,   0.91,   4.05,   1.88,   3.68
195603,   2.13,   3.54,   7.21,   8.76,   7.20,   5.67,   2.26,   7.09,   3.36,   4.52
195604,  -0.10,  -1.55,   1.15,   1.23,   0.73,  -1.03,  -0.42,   1.28,  -1.45,   1.23
195605,  -3.43,  -5.66,  -4.88,  -2.95,  -5.92,  -3.82,  -2.53,  -3.51,  -0.55,  -4.66
195606,   0.43,   2.51,   3.02,   3.55,   2.64,   2.59,   1.46,   2.26,   2.25,   1.29
195607,   1.41,   3.08,   5.88,   5.37,   3.80,   3.68,   1.71,   4.34,   4.83,   2.75
195608,  -0.51,  -0.13,  -1.75,  -3.78,  -1.95,  -1.43,  -1.49,  -3.27,  -1.69,  -3.01
195609,  -2.66,  -2.96,  -4.12,  -5.06,  -3.75,  -5.05,  -2.96,  -3.02,  -3.58,  -3.23
195610,   1.38,   0.53,   0.78,   0.97,   0.22,  -4.07,   1.17,   0.66,   1.04,   0.06
195611,   0.69,  -0.83,   0.59,   9.16,  -0.44,  -1.10,  -0.73,  -0.92,   0.20,  -0.62
195612,   0.52,  -0.55,   4.28,   0.08,   4.50,   1.55,  -0.58,   6.22,   1.63,   2.43
195701,   3.01,   1.38,  -1.84,  -3.05,  -0.05,   3.23,   1.85,  -1.17,   2.78,   0.85
195702,  -1.60,  -2.59,  -2.88,  -3.44,  -2.72,  -1.67,  -1.12,   0.14,   0.09,  -3.31
195703,   0.97,   2.91,   2.05,   1.81,   4.35,   1.90,   2.32,   6.87,   2.21,   2.50
195704,   2.07,   2.86,   1.98,   5.44,   4.85,   4.12,   1.74,   4.60,   2.26,   2.87
195705,   0.74,   1.59,   1.82,   7.22,   4.50,   0.65,   2.18,   4.50,   1.91,   1.78
195706,  -0.31,  -0.44,  -0.40,  -4.09,   1.71,  -2.49,   0.66,   4.11,  -4.76,  -0.44
195707,   0.18,   0.64,   0.37,  -0.27,   0.32,  -1.16,   1.30,   2.11,   0.55,   1.17
195708,  -3.22,  -4.36,  -6.19,  -6.40,  -7.43,  -4.22,  -2.36,  -2.37,  -2.33,  -5.70
195709,  -3.04,  -5.33,  -7.17,  -7.14,  -6.27,  -3.51,  -2.15,  -1.54,  -2.15,  -6.60
195710,  -5.13,  -7.71,  -6.99,  -8.80,  -8.59,  -7.38,  -5.53,  -1.60,  -1.06,  -8.80
195711,   2.27,  -1.04,   2.05,   4.66,   5.96,  -0.11,   1.49,   7.41,   4.27,  -0.63
195712,  -2.10,  -7.83,  -6.90,  -9.77,  -7.07,  -3.71,  -3.10,  -0.60,   2.96,  -5.48
195801,  11.54,  11.93,  11.56,   6.96,  10.11,  15.43,   8.45,   2.36,   6.73,  13.15
195802,   0.71,  -3.42,  -2.19,  -5.17,  -2.26,  -2.92,   1.08,   4.28,   1.34,  -1.07
195803,   3.97,   2.51,   3.35,   8.10,   5.08,   3.97,   3.60,  10.34,   2.07,   2.08
195804,   4.73,   2.76,   1.37,   2.86,   1.11,   8.16,   3.31,   8.46,   5.09,   4.01
195805,   3.51,   4.47,   4.52,   4.49,   5.85,   3.63,   3.36,   2.43,   1.90,   3.61
195806,   2.40,   4.25,   2.43,   5.59,   3.82,   5.70,   3.31,   2.72,   2.50,   4.61
195807,   3.28,   7.03,   8.29,   4.65,   4.21,   2.27,   3.14,   4.17,   1.08,   5.55
195808,   4.66,   6.51,   2.68,   1.58,   4.68,   5.95,   4.83,   3.29,  -0.91,   2.31
195809,   5.29,   7.80,   5.23,   2.55,   5.28,   4.47,   5.64,  11.10,   2.58,   6.03
195810,   2.42,   4.93,   3.01,   0.43,   7.04,   0.45,   2.33,   1.31,   4.17,   3.85
195811,   3.29,   5.89,   3.16,   2.15,  10.40,   9.85,   5.93,   8.59,   3.19,   4.44
195812,   3.92,   4.18,   4.24,   2.13,   5.35,   3.12,   2.58,   4.95,   5.24,   2.81
195901,   4.99,   5.61,   4.55,   3.93,   2.30,   5.16,   5.51,  -0.09,   2.58,   4.05
195902,   3.08,   4.39,   3.11,  -4.42,   8.66,  10.07,   4.24,   4.86,   0.98,   1.47
195903,   1.37,   3.42,   0.55,   2.90,   3.17,   2.46,   0.30,   4.51,   1.31,   0.08
195904,   1.47,   6.44,   2.90,   0.97,   9.98,   5.33,   1.21,  11.06,  -0.60,   1.24
195905,  -0.07,   3.00,   1.96,  -1.06,   0.99,  -3.29,   0.46,  -2.46,  -1.29,   0.92
195906,   1.04,  -0.29,   1.45,  -2.12,   1.07,   1.43,   0.72,   6.27,  -2.29,  -0.26
195907,   4.41,   2.61,   2.85,   5.17,   1.83,   4.26,   3.98,   3.79,   4.07,   0.85
195908,  -0.56,  -0.18,  -2.34,  -3.38,  -4.69,   0.96,   0.44,   0.02,   1.79,  -2.05
195909,  -2.06,  -4.60,  -5.07,  -8.05,  -5.90,  -5.77,  -3.70,  -6.10,  -4.32,  -4.07
195910,   1.32,   5.17,   1.57,   2.28,   7.19,   5.74,   1.25,   5.48,   1.30,   1.22
195911,  -0.17,   1.92,   2.54,  -0.30,   5.81,   0.13,   2.28,   4.80,   0.64,  -0.48
195912,   2.02,   4.19,   2.11,   2.02,   3.73,   5.68,   2.72,  -0.91,   1.40,   1.98
196001,  -2.42,  -4.65,  -4.79,  -4.73,  -8.19,  -4.72,  -3.27,  -4.71,  -1.63,  -2.60
196002,   1.48,  -0.40,   0.28,  -3.05,   5.89,   2.64,   1.12,   1.20,   2.03,  -0.01
196003,  -2.88,  -5.94,  -3.43,  -1.32,  -2.49,  -1.29,  -1.52,   0.15,   1.94,  -2.70
196004,  -0.68,  -3.75,  -3.54,  -3.93,  -2.40,  -1.82,   0.40,   1.17,   1.61,  -2.42
196005,   2.12,  -0.23,   2.15,  -2.67,  12.01,   5.79,   1.58,  11.25,   1.74,   0.06
196006,   4.52,   0.21,   0.76,   2.64,   1.67,  -0.24,   2.99,   3.33,   4.61,   1.93
196007,  -0.70,  -2.37,  -2.57,   0.81,  -6.28,  -1.83,  -1.60,  -4.15,   0.46,  -1.68
196008,   4.17,   4.10,   2.85,   5.29,   3.20,  23.67,   3.15,   1.92,   4.78,   4.11
196009,  -4.97,  -5.34,  -7.17,  -1.52, -10.65,  -6.61,  -4.67,  -8.55,  -4.00,  -5.73
196010,  -0.51,  -4.38,  -3.27,   3.31,  -6.63,  -5.06,  -1.20,  -4.32,  -0.97,  -2.12
196011,   5.83,   0.60,   4.07,   5.97,   6.68,   3.73,   5.90,   4.21,   3.62,   5.35
196012,   3.61,   1.65,   4.24,   5.56,   3.33,   5.74,   2.29,   6.04,   5.54,   2.64
196101,   7.88,   9.37,   8.85,  10.88,   5.06,   2.54,   7.22,   8.13,   5.71,   9.51
196102,   6.40,   5.96,   6.65,   3.06,   7.70,   7.31,   7.18,   6.55,   4.24,   5.56
196103,   4.98,   6.13,   4.70,   2.56,   6.77,   2.95,   8.88,   6.50,   2.19,   4.61
196104,  -0.41,   0.27,  -0.11,   2.42,   1.97,   4.33,   2.53,  -2.72,   2.35,   1.34
196105,   4.90,   6.75,   5.26,   3.52,   3.66,   0.17,   1.23,   1.57,   2.45,   4.99
196106,  -2.95,  -5.37,  -4.98,  -2.76,  -5.47,  -7.45,  -2.33,  -3.27,  -2.60,  -4.47
196107,   0.75,   2.54,   1.62,  -0.67,   0.35,   4.84,   0.39,   1.80,   2.19,   0.33
196108,   3.19,   0.98,   1.10,   0.35,  -0.70,   1.93,   3.50,   4.24,   4.04,   3.33
196109,  -1.57,  -1.92,  -4.20,  -4.53,  -6.19,  -4.09,  -1.32,  -2.54,   1.51,  -3.24
196110,   3.37,   0.41,   0.13,   6.93,  -0.76,   3.93,   4.91,   3.77,   5.24,   2.18
196111,   6.35,   5.97,   3.27,   6.09,   6.88,  -0.31,   6.74,   3.06,   3.74,   4.70
196112,  -1.18,   1.18,   0.89,   2.05,  -0.46,   2.57,  -0.85,  -2.61,  -3.28,  -1.57
196201,  -2.39,   3.19,   0.04,   0.38,  -2.80,  -1.13,  -2.87,  -3.49,  -2.59,   1.00
196202,   1.19,   2.47,   1.50,   5.02,  -0.09,   3.35,  -0.04,   2.10,   2.08,   1.64
196203,  -0.75,   1.03,  -0.85,  -2.26,  -1.32,  -3.25,  -0.79,   0.33,   2.44,  -1.66
196204,  -7.23,  -7.12,  -7.48,  -4.26,  -9.63,  -6.74,  -6.83,  -9.69,  -2.10,  -6.73
196205,  -9.70,  -9.23,  -9.23,  -8.15, -13.32,  -9.41,  -9.26, -12.47, -10.31,  -9.51
196206,  -7.84,  -8.36,  -9.02,  -5.47, -11.39,  -8.80,  -9.01, -11.78,  -5.02,  -8.74
196207,   5.97,   8.03,   5.61,   5.20,   9.84,   6.76,   5.56,   5.77,   6.82,   7.20
196208,   2.62,   5.33,   2.26,   2.72,   4.41,   5.92,   1.51,  -3.78,   3.14,   4.43
196209,  -6.22,  -6.81,  -6.18,  -4.27,  -9.71,  -8.27,  -6.55,  -5.56,  -2.17,  -6.49
196210,  -2.82,  -2.87,  -1.47,  -2.29,  -4.52,  -0.56,  -3.85,   0.73,  -1.55,  -2.09
196211,  11.50,  13.34,  14.74,  12.94,  17.26,  13.92,  11.24,  19.63,   7.41,  17.33
196212,   0.39,  -0.18,  -2.33,   1.15,  -2.93,  -0.78,  -2.46,  -0.25,   3.37,  -0.66
196301,   8.09,   9.73,   8.53,   6.21,   7.21,  11.92,   7.49,   7.00,   5.57,   8.24
196302,  -1.75,  -1.22,  -1.10,  -1.82,  -4.25,  -2.09,  -2.01,  -2.11,  -0.62,  -0.43
196303,   1.55,   3.05,   2.51,   5.38,  -0.89,   4.24,   0.74,   1.27,   1.66,   2.80
196304,   3.11,   4.46,   3.63,   5.06,   3.62,   5.63,   4.40,   7.47,   2.39,   4.46
196305,   3.05,   4.73,   3.76,   2.29,   4.12,   0.88,   0.20,  -0.16,   1.56,   5.32
196306,  -1.29,  -0.77,  -1.93,  -0.18,  -1.67,  -2.87,  -2.36,  -1.79,  -0.99,  -1.59
196307,  -0.81,  -0.08,  -1.38,   3.39,  -2.47,  -1.80,   0.02,   0.60,   0.66,  -1.06
196308,   3.60,   4.18,   4.14,   7.32,   2.91,   7.57,   3.50,   7.28,   3.86,   4.39
196309,  -0.77,  -2.69,  -1.20,   0.46,   0.37,  -2.94,  -1.04,  -1.33,  -1.93,  -1.48
196310,   2.37,   2.54,   0.89,  -0.86,   4.43,   4.89,   0.74,   3.80,  -0.79,   0.95
196311,  -2.01,  -2.11,  -0.99,   0.87,  -3.00,   0.14,  -3.21,  -1.55,  -0.99,  -1.96
196312,  -0.34,  -2.19,  -0.42,   1.57,  -3.52,  -1.33,  -2.06,  -0.45,   1.80,   0.66
196401,   3.25,   4.35,   3.97,   4.59,   2.30,   2.46,   2.69,   3.66,   1.34,   2.92
196402,   1.94,   2.07,   2.76,   1.19,   0.92,   3.11,   2.24,   0.97,   1.08,   5.13
196403,   1.23,   1.17,   4.85,   0.59,   2.04,   3.78,   2.42,  -1.40,  -0.42,   3.47
196404,   0.70,   1.88,  -0.90,   4.37,  -1.96,   0.35,   1.11,  -1.47,   0.85,  -0.25
196405,   0.53,  -0.95,   1.03,   2.60,  -1.81,   4.52,   0.39,   0.00,   1.58,   0.97
196406,   2.06,   0.38,   1.02,   1.46,   0.49,   1.01,   2.71,  -0.27,   1.45,  -0.44
196407,   2.72,   3.35,   3.18,   4.16,   1.62,   1.17,   3.00,   4.83,   4.33,   2.41
196408,  -0.20,  -1.47,  -0.44,   0.63,  -1.83,  -0.89,   0.07,  -2.43,   0.52,  -1.36
196409,   2.95,   4.14,   3.66,   1.66,   4.61,   3.06,   4.17,   5.24,   1.93,   5.41
196410,   1.63,   2.39,   1.87,   1.95,   0.83,   3.15,   2.57,   2.29,   0.84,   2.57
196411,   0.13,  -0.56,  -0.47,  -0.37,  -1.90,   1.01,   2.24,   2.05,   1.82,  -0.76
196412,  -1.03,  -1.91,  -1.79,  -1.29,  -0.72,   0.16,  -2.13,   3.48,   0.47,  -1.66
196501,   7.89,   7.24,   7.49,   6.99,  10.62,   3.81,   8.65,   7.71,   3.89,   6.06
196502,   4.25,   2.76,   3.75,   1.08,   2.98,   6.33,   3.14,   2.05,   1.25,   3.94
196503,   0.69,   3.77,   1.64,   1.51,   1.94,   0.90,   1.99,   0.68,  -0.71,   1.04
196504,   3.50,   5.92,   4.72,   6.00,   6.07,   2.88,   4.20,   2.98,   0.54,   2.75
